REPORT_NO,CERTI_IMAGE,B2B_MP4,HEART_IMAGE,PLOTTING_IMAGE,PURITY,COLOR,REPORT_COMMENT,CROWN_ANGLE,CROWN_HEIGHT,CULET,CUT,DEPTH_PER,REAL_IMAGE,EYE_CLEAN,FLS,KEY_TO_SYMBOLS,LAB,LASER_INSCRIPTION,MEASUREMENT,LENGTH_1,WIDTH,DEPTH,PAV_ANGLE,PAV_HEIGHT,POLISH,RAP_PRICE,CTS,AVG_DIA,DISC_PER,NET_RATE,NET_VALUE,SHAPE,SHADE,SYMM,TABLE_PER,HA,PACKET_NO,LOCATION,CENTER_NATTS,SIDE_NATTS,CENTER_FEATHER,SIDE_FEATHER,CROWN_OPEN,POP,XTOP,BRAND,TYPE2_CERT,BRILLIANCY,DNA,ARROW_IMAGE,ASST_SCOPE_IMAGE,B2C_MP4,B2C_IMAGE,GIRDLE,COMMENTS,CERTI_LINK,VIDEO
2456909883,http://diamondmedia.s3.amazonaws.com/CERTPDF/2456909883.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1402104902&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/1402104902.gif,VVS1,F,Additional pinpoints are not shown.,49.32,10.53,NONE,VG,67.5,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1402104902/still.jpg,Y,NON,Pinpoint  Feather,GIA,GIA 2456909883,7.62*5.6*3.78,7.62,5.6,3.78,56.87,53.52,EX,13400,1.5,1.36,-48.8,6860.8,10291.2,EM,WHT,EX,68,,1402104902,IND,CN0,SN0,CW0,SW0,N,N,N,CANADAMARK,,EX,http://view.diadna.com/dna/1402104902,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1402104902/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1402104902/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1402104902/still.jpg,STK - THK,,,
5221810827,http://diamondmedia.s3.amazonaws.com/CERTPDF/5221810827.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1402128401&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/1402128401.gif,VVS1,F,,49.51,14.98,NONE,VG,67.5,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1402128401/still.jpg,Y,NON,Pinpoint  Feather,GIA,GIA 5221810827,7.51*5.51*3.72,7.51,5.51,3.72,56,47.95,EX,13400,1.5,1.36,-47.8,6994.8,10492.2,EM,WHT,EX,66,,1402128401,IND,CN0,SN0,CW0,SW0,N,N,N,CANADAMARK,,EX,http://view.diadna.com/dna/1402128401,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1402128401/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1402128401/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1402128401/still.jpg,VTK,,,
1226810824,http://diamondmedia.s3.amazonaws.com/CERTPDF/1226810824.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1402128601&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/1402128601.gif,VVS1,F,,49.99,14.29,NONE,VG,67.6,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1402128601/still.jpg,Y,NON,Pinpoint,GIA,GIA 1226810824,7.5*5.51*3.73,7.5,5.51,3.73,59.46,50.48,EX,13400,1.5,1.36,-48.8,6860.8,10291.2,EM,WHT,EX,68,,1402128601,IND,CN0,SN0,CW0,SW0,N,N,N,CANADAMARK,,EX,http://view.diadna.com/dna/1402128601,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1402128601/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1402128601/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1402128601/still.jpg,STK - THK,,,
6227836278,http://diamondmedia.s3.amazonaws.com/CERTPDF/6227836278.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1402143601&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/1402143601.gif,VVS1,F,,47.5,12.17,NONE,VG,67.7,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1402143601/still.jpg,Y,NON,Pinpoint,GIA,GIA 6227836278,8.32*5.28*3.58,8.32,5.28,3.58,54.34,51.41,EX,13400,1.5,1.58,-45.8,7262.8,10894.2,EM,WHT,EX,67,,1402143601,IND,CN0,SN0,CW0,SW0,N,N,N,,,EX,http://view.diadna.com/dna/1402143601,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1402143601/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1402143601/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1402143601/still.jpg,THK - VTK,,,
2221899765,http://diamondmedia.s3.amazonaws.com/CERTPDF/2221899765.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1403012901&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/1403012901.gif,VVS1,F,,51.27,12.78,NONE,,67.9,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1403012901/still.jpg,Y,NON,Pinpoint,GIA,GIA 2221899765,7.6*5.55*3.77,7.6,5.55,3.77,53.55,50.69,EX,13400,1.5,1.37,-49.6,6753.6,10130.4,EM,WHT,EX,68,,1403012901,IND,CN0,SN0,CW0,SW0,N,N,N,CANADAMARK,,EX,http://view.diadna.com/dna/1403012901,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1403012901/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1403012901/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1403012901/still.jpg,VTK,,,
1443914088,http://diamondmedia.s3.amazonaws.com/CERTPDF/1443914088.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=4142052901&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/4142052901.gif,VVS1,F,,51.85,15.29,NONE,,68.9,http://diamondmedia.s3.amazonaws.com/B2B/imaged/4142052901/still.jpg,Y,NON,Cloud  Feather  Natural,GIA,GIA 1443914088,7.29*5.5*3.78,7.29,5.5,3.78,59.68,49.54,EX,13400,1.5,1.33,-52,6432,9648,EM,WHT,EX,62,,4142052901,USA,CN0,SN0,CW1,SW1,N,N,N,,,EX,http://view.diadna.com/dna/4142052901,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/4142052901/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/4142052901/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/4142052901/still.jpg,THK - VTK,,,
2223857085,http://diamondmedia.s3.amazonaws.com/CERTPDF/2223857085.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1113047102&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/1113047102.gif,VVS1,G,,50.86,9.7,NONE,,66,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1113047102/still.jpg,Y,NON,Feather,GIA,GIA 2223857085,7.81*5.73*3.78,7.81,5.73,3.78,54.75,54.52,EX,12200,1.5,1.36,-48.8,6246.4,9369.6,EM,WHT,VG,71,,1113047102,IND,CN0,SN0,CW0,SW0,N,N,N,,,EX,http://view.diadna.com/dna/1113047102,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1113047102/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1113047102/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1113047102/still.jpg,MED - STK,,,
2467943738,http://diamondmedia.s3.amazonaws.com/CERTPDF/2467943738.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1403062102&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/1403062102.gif,VVS1,G,Additional pinpoints are not shown.,49.7,10.39,NONE,VG,66.7,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1403062102/still.jpg,Y,NON,Pinpoint  Feather,GIA,GIA 2467943738,8.36*5.47*3.65,8.36,5.47,3.65,54.57,54.38,EX,12200,1.5,1.53,-46.6,6514.8,9772.2,EM,WHT,VG,68,,1403062102,IND,CN0,SN0,CW0,SW0,N,N,N,CANADAMARK,,EX,http://view.diadna.com/dna/1403062102,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1403062102/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1403062102/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1403062102/still.jpg,THN - MED,,,
7441589169,http://diamondmedia.s3.amazonaws.com/CERTPDF/7441589169.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=4142034001&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/4142034001.gif,VVS1,G,,49.87,13.84,NONE,,67.8,http://diamondmedia.s3.amazonaws.com/B2B/imaged/4142034001/still.jpg,Y,NON,Cloud  Feather,GIA,GIA 7441589169,7.46*5.51*3.74,7.46,5.51,3.74,58.25,49.39,EX,12200,1.5,1.35,-48.5,6283,9424.5,EM,WHT,EX,68,,4142034001,USA,CN0,SN0,CW1,SW1,N,N,N,,,EX,http://view.diadna.com/dna/4142034001,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/4142034001/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/4142034001/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/4142034001/still.jpg,THK - VTK,,,
2221981140,http://diamondmedia.s3.amazonaws.com/CERTPDF/2221981140.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1403069401&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/1403069401.gif,VVS1,H,,49.9,14.48,NONE,VG,67.9,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1403069401/still.jpg,Y,NON,Cloud  Feather,GIA,GIA 2221981140,7.51*5.51*3.74,7.51,5.51,3.74,56.15,49.73,EX,10300,1.5,1.36,-46,5562,8343,EM,WHT,EX,68,,1403069401,IND,CN0,SN0,CW0,SW1,N,N,N,CANADAMARK,,EX,http://view.diadna.com/dna/1403069401,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1403069401/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1403069401/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1403069401/still.jpg,THK,,,
6227947250,http://diamondmedia.s3.amazonaws.com/CERTPDF/6227947250.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1603016801&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/1603016801.gif,VVS1,H,,46.3,10.03,NONE,,67.6,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1603016801/still.jpg,Y,FNT,Pinpoint  Feather,GIA,GIA 6227947250,7.84*5.61*3.79,7.84,5.61,3.79,56.05,55.04,EX,10300,1.5,1.4,-53.8,4758.6,7137.9,EM,WHT,EX,69,,1603016801,IND,CN0,SN0,CW0,SW0,N,N,N,,,EX,http://view.diadna.com/dna/1603016801,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1603016801/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1603016801/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1603016801/still.jpg,STK,,,
6461006405,http://diamondmedia.s3.amazonaws.com/CERTPDF/6461006405.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=4142170001&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/4142170001.gif,VVS1,H,,51.54,13.61,NONE,,69.3,http://diamondmedia.s3.amazonaws.com/B2B/imaged/4142170001/still.jpg,Y,STG,Feather,GIA,GIA 6461006405,7.34*5.36*3.71,7.34,5.36,3.71,60.51,50.13,EX,10300,1.5,1.37,-59.5,4171.5,6257.25,EM,WHT,EX,69,,4142170001,USA,CN0,SN0,CW0,SW0,N,N,N,,,EX,http://view.diadna.com/dna/4142170001,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/4142170001/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/4142170001/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/4142170001/still.jpg,VTK,,,
5221851155,http://diamondmedia.s3.amazonaws.com/CERTPDF/5221851155.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1113055901&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/1113055901.gif,VVS1,J,,52.21,16.04,NONE,,69.7,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1113055901/still.jpg,Y,MED,Feather,GIA,GIA 5221851155,7.28*5.46*3.8,7.28,5.46,3.8,60.62,49.65,EX,6900,1.5,1.33,-59.5,2794.5,4191.75,EM,OWH,EX,68,,1113055901,IND,CN0,SN0,CW0,SW0,N,N,N,,,EX,http://view.diadna.com/dna/1113055901,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1113055901/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1113055901/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1113055901/still.jpg,THK - VTK,,,
2225571679,http://diamondmedia.s3.amazonaws.com/CERTPDF/2225571679.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1302054402&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/1302054402.gif,VVS1,J,,48.23,9.79,NONE,VG,67.1,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1302054402/still.jpg,Y,MED,Pinpoint  Feather,GIA,GIA 2225571679,7.65*5.62*3.77,7.65,5.62,3.77,59.18,55.04,EX,6900,1.5,1.36,-55.8,3049.8,4574.7,EM,OWH,VG,69,,1302054402,IND,CN0,SN0,CW0,SW0,N,N,N,,,EX,http://view.diadna.com/dna/1302054402,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1302054402/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1302054402/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1302054402/still.jpg,MED - STK,,,
5221751489,http://diamondmedia.s3.amazonaws.com/CERTPDF/5221751489.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1302134401&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/1302134401.gif,VVS1,J,,51.6,12.09,NONE,,67.1,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1302134401/still.jpg,Y,NON,Feather,GIA,GIA 5221751489,8.49*5.23*3.51,8.49,5.23,3.51,54.79,52.31,EX,6900,1.5,1.62,-46.1,3719.1,5578.65,EM,OWH,EX,69,,1302134401,IND,CN0,SN0,CW0,SW0,N,N,N,,,EX,http://view.diadna.com/dna/1302134401,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1302134401/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1302134401/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1302134401/still.jpg,STK,,,
2225780983,http://diamondmedia.s3.amazonaws.com/CERTPDF/2225780983.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1402119501&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/1402119501.gif,VVS1,J,,41.55,9.48,NONE,VG,67.4,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1402119501/still.jpg,Y,NON,Feather,GIA,GIA 2225780983,7.73*5.68*3.83,7.73,5.68,3.83,55.62,55.13,EX,6900,1.5,1.36,-45.1,3788.1,5682.15,EM,OWH,EX,68,,1402119501,IND,CN0,SN0,CW0,SW0,N,N,N,,,EX,http://view.diadna.com/dna/1402119501,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1402119501/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1402119501/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1402119501/still.jpg,STK - THK,,,
2221708471,http://diamondmedia.s3.amazonaws.com/CERTPDF/2221708471.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1602038401&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/1602038401.gif,VVS1,J,,52.65,15.96,NONE,,69.4,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1602038401/still.jpg,Y,FNT,Cloud  Pinpoint  Natural,GIA,GIA 2221708471,7.25*5.41*3.76,7.25,5.41,3.76,60.07,48.16,EX,6900,1.5,1.34,-54.8,3118.8,4678.2,EM,OWH,VG,65,,1602038401,IND,CN0,SN0,CW0,SW0,N,N,N,,,EX,http://view.diadna.com/dna/1602038401,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1602038401/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1602038401/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1602038401/still.jpg,STK - VTK,,,
2225439141,http://diamondmedia.s3.amazonaws.com/CERTPDF/2225439141.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=2112005702&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/2112005702.gif,VVS1,J,,40.55,8.79,NONE,,57.6,http://diamondmedia.s3.amazonaws.com/B2B/imaged/2112005702/still.jpg,Y,MED,Needle  Feather,GIA,GIA 2225439141,8.03*5.95*3.43,8.03,5.95,3.43,54.96,46.18,EX,6900,1.5,1.35,-56.8,2980.8,4471.2,EM,OWH,VG,70,,2112005702,IND,CN0,SN0,CW1,SW0,N,N,N,,,EX,http://view.diadna.com/dna/2112005702,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/2112005702/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/2112005702/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/2112005702/still.jpg,STK,,,
2225449113,http://diamondmedia.s3.amazonaws.com/CERTPDF/2225449113.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=4012019101&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/4012019101.gif,VVS1,J,,48.75,9.92,NONE,VG,64.8,http://diamondmedia.s3.amazonaws.com/B2B/imaged/4012019101/still.jpg,Y,NON,Pinpoint  Feather,GIA,Pre-existing laser inscription on girdle,7.74*5.69*3.69,7.74,5.69,3.69,58.27,52.59,EX,6900,1.5,1.36,-45.7,3746.7,5620.05,EM,OWH,VG,69,,4012019101,IND,CN0,SN0,CW0,SW1,N,N,N,CANADAMARK,,EX,http://view.diadna.com/dna/4012019101,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/4012019101/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/4012019101/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/4012019101/still.jpg,MED - STK,,,
5221051488,http://diamondmedia.s3.amazonaws.com/CERTPDF/5221051488.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=626256541&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/626256541.gif,VVS1,J,,48.97,10.21,NONE,VG,66.8,http://diamondmedia.s3.amazonaws.com/B2B/imaged/626256541/still.jpg,Y,FNT,Pinpoint,GIA,GIA 5221051488,7.59*5.66*3.78,7.59,5.66,3.78,55.73,52.65,EX,6900,1.5,1.34,-52.6,3270.6,4905.9,EM,OWH,VG,68,,626256541,IND,CN0,SN0,CW0,SW0,N,N,N,,,EX,http://view.diadna.com/dna/626256541,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/626256541/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/626256541/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/626256541/still.jpg,THK,,,
5222738815,http://diamondmedia.s3.amazonaws.com/CERTPDF/5222738815.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1302145902&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/1302145902.gif,VVS1,K,,48.65,10.53,NONE,VG,65.5,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1302145902/still.jpg,Y,NON,Feather,GIA,GIA 5222738815,7.72*5.66*3.71,7.72,5.66,3.71,56.61,52.55,EX,5500,1.5,1.36,-42.6,3157,4735.5,EM,LYL,EX,68,,1302145902,IND,CN0,SN0,CW0,SW0,N,N,N,,,EX,http://view.diadna.com/dna/1302145902,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1302145902/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1302145902/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1302145902/still.jpg,MED - STK,,,
5221780699,http://diamondmedia.s3.amazonaws.com/CERTPDF/5221780699.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1302165802&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/1302165802.gif,VVS1,K,,48.78,10.11,NONE,VG,64.3,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1302165802/still.jpg,Y,NON,Cloud  Needle  Feather,GIA,GIA 5221780699,7.88*5.78*3.72,7.88,5.78,3.72,52.02,51.5,EX,5500,1.5,1.36,-42.8,3146,4719,EM,LYL,EX,69,,1302165802,IND,CN0,SN0,CW0,SW0,N,N,N,,,EX,http://view.diadna.com/dna/1302165802,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1302165802/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1302165802/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1302165802/still.jpg,STK - THK,,,
2221794380,http://diamondmedia.s3.amazonaws.com/CERTPDF/2221794380.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1402119701&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/1402119701.gif,VVS1,K,,48.89,15.44,NONE,,67.9,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1402119701/still.jpg,Y,NON,Pinpoint,GIA,GIA 2221794380,7.63*5.61*3.81,7.63,5.61,3.81,55.48,50.08,EX,5500,1.5,1.36,-42.7,3151.5,4727.25,EM,LYL,VG,60,,1402119701,IND,CN0,SN0,CW0,SW0,N,N,N,,,EX,http://view.diadna.com/dna/1402119701,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1402119701/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1402119701/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1402119701/still.jpg,STK,,,
2225888863,http://diamondmedia.s3.amazonaws.com/CERTPDF/2225888863.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1303036501&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/1303036501.gif,VVS1,L,Internal graining is not shown.,51.1,14.97,NONE,,69.9,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1303036501/still.jpg,Y,NON,Feather,GIA,GIA 2225888863,7.33*5.38*3.76,7.33,5.38,3.76,58.45,49.95,EX,4400,1.5,1.36,-47.1,2327.6,3491.4,EM,WHT,VG,68,,1303036501,IND,CN0,SN0,CW0,SW0,N,N,N,,,EX,http://view.diadna.com/dna/1303036501,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1303036501/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1303036501/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1303036501/still.jpg,THK - VTK,,,
5221962043,http://diamondmedia.s3.amazonaws.com/CERTPDF/5221962043.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1403062302&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/1403062302.gif,VVS2,E,,51.04,9.03,NONE,,66.4,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1403062302/still.jpg,Y,NON,Pinpoint  Natural,GIA,GIA 5221962043,7.97*5.6*3.72,7.97,5.6,3.72,56.95,55.6,EX,13600,1.5,1.42,-51.4,6609.6,9914.4,EM,WHT,VG,72,,1403062302,IND,CN0,SN0,CW1,SW1,N,N,N,CANADAMARK,,EX,http://view.diadna.com/dna/1403062302,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1403062302/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1403062302/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1403062302/still.jpg,MED - THK,,,
5221984024,http://diamondmedia.s3.amazonaws.com/CERTPDF/5221984024.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1403077002&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/1403077002.gif,VVS2,F,Additional pinpoints are not shown.,49.95,10.92,NONE,VG,66.9,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1403077002/still.jpg,Y,NON,Needle  Pinpoint,GIA,GIA 5221984024,7.81*5.61*3.76,7.81,5.61,3.76,57.02,54.54,EX,12700,1.5,1.39,-49.4,6426.2,9639.3,EM,WHT,EX,69,,1403077002,IND,CN0,SN0,CW1,SW1,N,N,N,CANADAMARK,,EX,http://view.diadna.com/dna/1403077002,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1403077002/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1403077002/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1403077002/still.jpg,MED,,,
6234001710,http://diamondmedia.s3.amazonaws.com/CERTPDF/6234001710.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1403055101&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/1403055101.gif,VVS2,G,,49.28,14.42,NONE,,67.7,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1403055101/still.jpg,Y,NON,Pinpoint  Feather,GIA,GIA 6234001710,7.79*5.58*3.78,7.79,5.58,3.78,53.3,51.61,EX,11700,1.5,1.4,-47,6201,9301.5,EM,WHT,EX,66,,1403055101,IND,CN0,SN0,CW1,SW1,N,N,N,CANADAMARK,,EX,http://view.diadna.com/dna/1403055101,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1403055101/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1403055101/video.mp4,false,MED - STK,,,
